Unnamed: 0,contract,category,clause_text,word_count
5814,VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT,Non-Disparagement,"Either Party shall have the right to immediately terminate this Agreement in the event the other Party, in such Party's reasonable discretion, engages in illegal, indecent, immoral, harmful or scandalous behavior or activities that may directly or indirectly damage such Party's reputation or goodwill or violates any rules or regulations of Team or the National Football League or if this would otherwise violate League policy or directive.",67
4098,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",No-Solicit Of Customers,Distributor may not sell or license Products directly to end use customers without the express written consent of NETGEAR.,19
9781,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Third Party Beneficiary,"Other than Affiliates of a Party, nothing expressed or implied in this IP Agreement is intended or will be construed to confer  upon or give any Person other than the Parties any rights or remedies under or by reason of this IP Agreement or any transaction contemplated  hereby.",48
9271,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT - Escrow Agreement,Source Code Escrow,"Subject to the provisions of Clauses 6.2 and 6.3, NCC shall release             the Material to a duly authorised officer of the Licensee if at any             time or times any of the following events or circumstances occur,             arise or become apparent:

            6.1.1 the Owner enters into any composition or arrangement with its                   creditors or (being a company) enters into liquidation whether                   compulsory or voluntary (other than for the purposes of                   solvent reconstruction or amalgamation) or has a receiver or                   administrative receiver appointed over all or any part of its                   assets or undertaking or a petition is presented for an                   Administration Order or (being an individual or partnership)                   becomes bankrupt, or an event occurs within the jurisdiction                   of the country in which the Owner is situated which has a                   similar effect to any of the above events in the United                   Kingdom; or

            6.1.2 the Owner ceases to trade; or

            6.1.3 the Owner assigns copyright in the Material and the assignee                   fails within 60 days of such assignment to offer the Licensee                   substantially similar protection to that provided by this                   Agreement without significantly increasing the cost to the                   Licensee; or

            6.1.4 the Owner without legal justification, has defaulted to a                   material degree in any obligation to provide maintenance or                   modification of the Package under the Licence Agreement or any                   maintenance agreement entered into in connection with the                   Package and has failed to remedy such default notified by the                   Licensee to the Owner; or





            6.1.5 coding of the Package is such that either the accuracy or the                   functionality or the performance of the Package is or becomes                   or is demonstrably likely to become significantly adversely                   affected by the entry or processing of data incorporating any                   date or dates whether prior or subsequent to or including 31                   December 1999, including but not limited to any of the                   following:

                  6.1.5.1  the Package crashes at any time while processing any                            such data;

                  6.1.5.2. the Owner has warranted or represented that the                            Package is capable of accurately and correctly                            processing such data in accordance with the Package's                            current functional specification and the Licensee                            demonstrates that the Package is not so capable;

                  6.1.5.3  the Owner has undertaken or attempted to procure the                            Package to be so capable and the Licensee                            demonstrates that the Package is still not so                            capable;

                  6.1.5.4  no such warranty, representation, undertaking or                            attempt has been given or made and the Licensee                            demonstrates that the Package is not so capable.",404
3621,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement,Third Party Beneficiary,All AT&T Affiliates receiving Material or Services under this Agreement and the federal government of the United States shall be express third party beneficiaries under this Agreement.,27
6478,BerkshireHillsBancorpInc_20120809_10-Q_EX-10.16_7708169_EX-10.16_Endorsement Agreement,Non-Disparagement,(iii) Auriemma publicly disparages Berkshire and/ or its products.,9
8480,"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",Non-Disparagement,"Neither the Company nor any of its Affiliates shall in any manner, directly or indirectly, in any capacity or manner, make or cause to be made, or in any way encourage any other person to make or cause to be made, any public statement or public announcement, including in any document or report filed with or furnished to the SEC or through the press, media, analysts or other persons, that constitutes an ad hominem attack on or otherwise disparages, defames or slanders the Farids Group or any of its Affiliates or any of their respective successors or current or former members, partners, officers, directors or employees (it being understood and agreed that the restrictions in this Section 8.8(a) shall not apply to any member of the Board of Directors based upon discussions solely among other members of the Board of Directors and/or management of the Company); provided, that the limitations set forth in this Section 8.8(a) shall not prevent the Company or any of its Affiliates from (i) responding to any public statement or announcement made by the Farids Group or any of its Affiliates that was made in breach of Section 8.8(b) below or (ii) if solicited by a Third Party, making objective statements that reflect the Company's view with respect to factual matters concerning specific acts or determinations of the Farids Group or any of its Affiliates (or their respective current or former representatives) occurring after the date hereof.",241
3169,STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT,Third Party Beneficiary,"Nothing in this AGREEMENT shall be construed to confer any right, privilege or benefit on, or to otherwise create any vested right or third-party beneficiary relationship with any person or entity not a party to the AGREEMENT, unless otherwise provided in this AGREEMENT.",43
13295,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,Most Favored Nation,The parties agree that Client will not be  charged a higher fee than what is being made available by EFS to its other Clients for similar services.,27
2863,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1),Source Code Escrow,"If no new version has been deposited in any 6 month period,             HealthGate will deposit a replacement copy of the then current             version of the source code of the Proprietary Software under the             Escrow Agreement and will notify the Publishers in writing.",42
